項次,西元年,民國年,性別,年齡,預期壽命
3636,2035,124,女性,100歲及以上,2.68
3637,2036,125,總計,0歲,83.26
3638,2036,125,男性,0歲,80.1
3639,2036,125,女性,0歲,86.43
3640,2036,125,總計,1歲,82.54
3641,2036,125,男性,1歲,79.38
3642,2036,125,女性,1歲,85.69
3643,2036,125,總計,2歲,81.55
3644,2036,125,男性,2歲,78.4
3645,2036,125,女性,2歲,84.71
3646,2036,125,總計,3歲,80.56
3647,2036,125,男性,3歲,77.41
3648,2036,125,女性,3歲,83.71
3649,2036,125,總計,4歲,79.57
3650,2036,125,男性,4歲,76.41
3651,2036,125,女性,4歲,82.72
3652,2036,125,總計,5歲,78.57
3653,2036,125,男性,5歲,75.42
3654,2036,125,女性,5歲,81.73
3655,2036,125,總計,6歲,77.58
3656,2036,125,男性,6歲,74.43
3657,2036,125,女性,6歲,80.73
3658,2036,125,總計,7歲,76.59
3659,2036,125,男性,7歲,73.43
3660,2036,125,女性,7歲,79.74
3661,2036,125,總計,8歲,75.59
3662,2036,125,男性,8歲,72.44
3663,2036,125,女性,8歲,78.74
3664,2036,125,總計,9歲,74.59
3665,2036,125,男性,9歲,71.44
3666,2036,125,女性,9歲,77.75
3667,2036,125,總計,10歲,73.6
3668,2036,125,男性,10歲,70.44
3669,2036,125,女性,10歲,76.75
3670,2036,125,總計,11歲,72.6
3671,2036,125,男性,11歲,69.45
3672,2036,125,女性,11歲,75.76
3673,2036,125,總計,12歲,71.61
3674,2036,125,男性,12歲,68.45
3675,2036,125,女性,12歲,74.76
3676,2036,125,總計,13歲,70.61
3677,2036,125,男性,13歲,67.46
3678,2036,125,女性,13歲,73.77
3679,2036,125,總計,14歲,69.62
3680,2036,125,男性,14歲,66.47
3681,2036,125,女性,14歲,72.77
3682,2036,125,總計,15歲,68.63
3683,2036,125,男性,15歲,65.48
3684,2036,125,女性,15歲,71.78
3685,2036,125,總計,16歲,67.64
3686,2036,125,男性,16歲,64.49
3687,2036,125,女性,16歲,70.79
3688,2036,125,總計,17歲,66.66
3689,2036,125,男性,17歲,63.51
3690,2036,125,女性,17歲,69.8
3691,2036,125,總計,18歲,65.67
3692,2036,125,男性,18歲,62.53
3693,2036,125,女性,18歲,68.81
3694,2036,125,總計,19歲,64.69
3695,2036,125,男性,19歲,61.56
3696,2036,125,女性,19歲,67.82
3697,2036,125,總計,20歲,63.71
3698,2036,125,男性,20歲,60.58
3699,2036,125,女性,20歲,66.84
3700,2036,125,總計,21歲,62.73
3701,2036,125,男性,21歲,59.61
3702,2036,125,女性,21歲,65.85
3703,2036,125,總計,22歲,61.75
3704,2036,125,男性,22歲,58.64
3705,2036,125,女性,22歲,64.86
3706,2036,125,總計,23歲,60.77
3707,2036,125,男性,23歲,57.66
3708,2036,125,女性,23歲,63.88
3709,2036,125,總計,24歲,59.79
3710,2036,125,男性,24歲,56.69
3711,2036,125,女性,24歲,62.89
3712,2036,125,總計,25歲,58.81
3713,2036,125,男性,25歲,55.71
3714,2036,125,女性,25歲,61.91
3715,2036,125,總計,26歲,57.83
3716,2036,125,男性,26歲,54.74
3717,2036,125,女性,26歲,60.92
3718,2036,125,總計,27歲,56.85
3719,2036,125,男性,27歲,53.76
3720,2036,125,女性,27歲,59.94
3721,2036,125,總計,28歲,55.87
3722,2036,125,男性,28歲,52.78
3723,2036,125,女性,28歲,58.95
3724,2036,125,總計,29歲,54.89
3725,2036,125,男性,29歲,51.81
3726,2036,125,女性,29歲,57.97
3727,2036,125,總計,30歲,53.92
3728,2036,125,男性,30歲,50.83
3729,2036,125,女性,30歲,56.99
3730,2036,125,總計,31歲,52.94
3731,2036,125,男性,31歲,49.86
3732,2036,125,女性,31歲,56.01
3733,2036,125,總計,32歲,51.96
3734,2036,125,男性,32歲,48.89
3735,2036,125,女性,32歲,55.03
3736,2036,125,總計,33歲,50.99
3737,2036,125,男性,33歲,47.92
3738,2036,125,女性,33歲,54.05
3739,2036,125,總計,34歲,50.02
3740,2036,125,男性,34歲,46.95
3741,2036,125,女性,34歲,53.07
3742,2036,125,總計,35歲,49.05
3743,2036,125,男性,35歲,45.99
3744,2036,125,女性,35歲,52.1
3745,2036,125,總計,36歲,48.08
3746,2036,125,男性,36歲,45.03
3747,2036,125,女性,36歲,51.12
3748,2036,125,總計,37歲,47.12
3749,2036,125,男性,37歲,44.07
3750,2036,125,女性,37歲,50.15
3751,2036,125,總計,38歲,46.16
3752,2036,125,男性,38歲,43.12
3753,2036,125,女性,38歲,49.18
3754,2036,125,總計,39歲,45.2
3755,2036,125,男性,39歲,42.17
3756,2036,125,女性,39歲,48.21
3757,2036,125,總計,40歲,44.24
3758,2036,125,男性,40歲,41.23
3759,2036,125,女性,40歲,47.24
3760,2036,125,總計,41歲,43.29
3761,2036,125,男性,41歲,40.29
3762,2036,125,女性,41歲,46.27
3763,2036,125,總計,42歲,42.34
3764,2036,125,男性,42歲,39.35
3765,2036,125,女性,42歲,45.31
3766,2036,125,總計,43歲,41.4
3767,2036,125,男性,43歲,38.43
3768,2036,125,女性,43歲,44.35
3769,2036,125,總計,44歲,40.46
3770,2036,125,男性,44歲,37.51
3771,2036,125,女性,44歲,43.39
3772,2036,125,總計,45歲,39.53
3773,2036,125,男性,45歲,36.59
3774,2036,125,女性,45歲,42.43
3775,2036,125,總計,46歲,38.6
3776,2036,125,男性,46歲,35.69
3777,2036,125,女性,46歲,41.48
3778,2036,125,總計,47歲,37.68
3779,2036,125,男性,47歲,34.79
3780,2036,125,女性,47歲,40.53
3781,2036,125,總計,48歲,36.76
3782,2036,125,男性,48歲,33.89
3783,2036,125,女性,48歲,39.58
3784,2036,125,總計,49歲,35.85
3785,2036,125,男性,49歲,33.01
3786,2036,125,女性,49歲,38.64
3787,2036,125,總計,50歲,34.94
3788,2036,125,男性,50歲,32.13
3789,2036,125,女性,50歲,37.69
3790,2036,125,總計,51歲,34.05
3791,2036,125,男性,51歲,31.27
3792,2036,125,女性,51歲,36.76
3793,2036,125,總計,52歲,33.15
3794,2036,125,男性,52歲,30.41
3795,2036,125,女性,52歲,35.82
3796,2036,125,總計,53歲,32.27
3797,2036,125,男性,53歲,29.56
3798,2036,125,女性,53歲,34.89
3799,2036,125,總計,54歲,31.38
3800,2036,125,男性,54歲,28.72
3801,2036,125,女性,54歲,33.96
3802,2036,125,總計,55歲,30.51
3803,2036,125,男性,55歲,27.88
3804,2036,125,女性,55歲,33.04
3805,2036,125,總計,56歲,29.63
3806,2036,125,男性,56歲,27.05
3807,2036,125,女性,56歲,32.12
3808,2036,125,總計,57歲,28.77
3809,2036,125,男性,57歲,26.22
3810,2036,125,女性,57歲,31.2
3811,2036,125,總計,58歲,27.9
3812,2036,125,男性,58歲,25.41
3813,2036,125,女性,58歲,30.28
3814,2036,125,總計,59歲,27.04
3815,2036,125,男性,59歲,24.59
3816,2036,125,女性,59歲,29.37
3817,2036,125,總計,60歲,26.19
3818,2036,125,男性,60歲,23.79
3819,2036,125,女性,60歲,28.46
3820,2036,125,總計,61歲,25.34
3821,2036,125,男性,61歲,22.99
3822,2036,125,女性,61歲,27.55
3823,2036,125,總計,62歲,24.5
3824,2036,125,男性,62歲,22.2
3825,2036,125,女性,62歲,26.65
3826,2036,125,總計,63歲,23.67
3827,2036,125,男性,63歲,21.41
3828,2036,125,女性,63歲,25.76
3829,2036,125,總計,64歲,22.83
3830,2036,125,男性,64歲,20.63
3831,2036,125,女性,64歲,24.87
3832,2036,125,總計,65歲,22.01
3833,2036,125,男性,65歲,19.86
3834,2036,125,女性,65歲,23.98
3835,2036,125,總計,66歲,21.2
3836,2036,125,男性,66歲,19.1
3837,2036,125,女性,66歲,23.1
3838,2036,125,總計,67歲,20.39
3839,2036,125,男性,67歲,18.35
3840,2036,125,女性,67歲,22.23
3841,2036,125,總計,68歲,19.59
3842,2036,125,男性,68歲,17.6
3843,2036,125,女性,68歲,21.37
3844,2036,125,總計,69歲,18.81
3845,2036,125,男性,69歲,16.87
3846,2036,125,女性,69歲,20.52
3847,2036,125,總計,70歲,18.03
3848,2036,125,男性,70歲,16.16
3849,2036,125,女性,70歲,19.68
3850,2036,125,總計,71歲,17.27
3851,2036,125,男性,71歲,15.45
3852,2036,125,女性,71歲,18.86
3853,2036,125,總計,72歲,16.52
3854,2036,125,男性,72歲,14.76
3855,2036,125,女性,72歲,18.04
3856,2036,125,總計,73歲,15.79
3857,2036,125,男性,73歲,14.09
3858,2036,125,女性,73歲,17.24
3859,2036,125,總計,74歲,15.07
3860,2036,125,男性,74歲,13.43
3861,2036,125,女性,74歲,16.45
3862,2036,125,總計,75歲,14.36
3863,2036,125,男性,75歲,12.79
3864,2036,125,女性,75歲,15.67
3865,2036,125,總計,76歲,13.67
3866,2036,125,男性,76歲,12.16
3867,2036,125,女性,76歲,14.91
3868,2036,125,總計,77歲,13
3869,2036,125,男性,77歲,11.56
3870,2036,125,女性,77歲,14.17
3871,2036,125,總計,78歲,12.35
3872,2036,125,男性,78歲,10.97
3873,2036,125,女性,78歲,13.44
3874,2036,125,總計,79歲,11.71
3875,2036,125,男性,79歲,10.41
3876,2036,125,女性,79歲,12.73
3877,2036,125,總計,80歲,11.09
3878,2036,125,男性,80歲,9.86
3879,2036,125,女性,80歲,12.03
3880,2036,125,總計,81歲,10.49
3881,2036,125,男性,81歲,9.33
3882,2036,125,女性,81歲,11.36
3883,2036,125,總計,82歲,9.92
3884,2036,125,男性,82歲,8.83
3885,2036,125,女性,82歲,10.71
3886,2036,125,總計,83歲,9.36
3887,2036,125,男性,83歲,8.34
3888,2036,125,女性,83歲,10.08
3889,2036,125,總計,84歲,8.82
3890,2036,125,男性,84歲,7.87
3891,2036,125,女性,84歲,9.48
3892,2036,125,總計,85歲,8.3
3893,2036,125,男性,85歲,7.42
3894,2036,125,女性,85歲,8.9
3895,2036,125,總計,86歲,7.82
3896,2036,125,男性,86歲,7.01
3897,2036,125,女性,86歲,8.36
3898,2036,125,總計,87歲,7.36
3899,2036,125,男性,87歲,6.61
3900,2036,125,女性,87歲,7.85
3901,2036,125,總計,88歲,6.92
3902,2036,125,男性,88歲,6.23
3903,2036,125,女性,88歲,7.36
3904,2036,125,總計,89歲,6.5
3905,2036,125,男性,89歲,5.86
3906,2036,125,女性,89歲,6.89
3907,2036,125,總計,90歲,6.1
3908,2036,125,男性,90歲,5.52
3909,2036,125,女性,90歲,6.44
3910,2036,125,總計,91歲,5.72
3911,2036,125,男性,91歲,5.19
3912,2036,125,女性,91歲,6.02
3913,2036,125,總計,92歲,5.36
3914,2036,125,男性,92歲,4.88
3915,2036,125,女性,92歲,5.61
3916,2036,125,總計,93歲,5.01
3917,2036,125,男性,93歲,4.59
3918,2036,125,女性,93歲,5.23
3919,2036,125,總計,94歲,4.69
3920,2036,125,男性,94歲,4.31
3921,2036,125,女性,94歲,4.87
3922,2036,125,總計,95歲,4.38
3923,2036,125,男性,95歲,4.05
3924,2036,125,女性,95歲,4.54
3925,2036,125,總計,96歲,4.09
3926,2036,125,男性,96歲,3.81
3927,2036,125,女性,96歲,4.22
3928,2036,125,總計,97歲,3.82
3929,2036,125,男性,97歲,3.58
3930,2036,125,女性,97歲,3.93
3931,2036,125,總計,98歲,3.56
3932,2036,125,男性,98歲,3.37
3933,2036,125,女性,98歲,3.65
3934,2036,125,總計,99歲,3.32
3935,2036,125,男性,99歲,3.16
3936,2036,125,女性,99歲,3.39
3937,2036,125,總計,100歲及以上,2.66
3938,2036,125,男性,100歲及以上,2.6
3939,2036,125,女性,100歲及以上,2.69
3940,2037,126,總計,0歲,83.4
3941,2037,126,男性,0歲,80.24
3942,2037,126,女性,0歲,86.55
3943,2037,126,總計,1歲,82.67
3944,2037,126,男性,1歲,79.52
3945,2037,126,女性,1歲,85.82
3946,2037,126,總計,2歲,81.68
3947,2037,126,男性,2歲,78.53
3948,2037,126,女性,2歲,84.83
3949,2037,126,總計,3歲,80.69
3950,2037,126,男性,3歲,77.54
3951,2037,126,女性,3歲,83.84
3952,2037,126,總計,4歲,79.7
3953,2037,126,男性,4歲,76.55
3954,2037,126,女性,4歲,82.85
3955,2037,126,總計,5歲,78.71
3956,2037,126,男性,5歲,75.56
3957,2037,126,女性,5歲,81.85
3958,2037,126,總計,6歲,77.71
3959,2037,126,男性,6歲,74.56
3960,2037,126,女性,6歲,80.86
3961,2037,126,總計,7歲,76.72
3962,2037,126,男性,7歲,73.57
3963,2037,126,女性,7歲,79.86
3964,2037,126,總計,8歲,75.72
3965,2037,126,男性,8歲,72.57
3966,2037,126,女性,8歲,78.87
3967,2037,126,總計,9歲,74.72
3968,2037,126,男性,9歲,71.58
3969,2037,126,女性,9歲,77.87
3970,2037,126,總計,10歲,73.73
3971,2037,126,男性,10歲,70.58
3972,2037,126,女性,10歲,76.88
3973,2037,126,總計,11歲,72.73
3974,2037,126,男性,11歲,69.58
3975,2037,126,女性,11歲,75.88
3976,2037,126,總計,12歲,71.74
3977,2037,126,男性,12歲,68.59
3978,2037,126,女性,12歲,74.89
3979,2037,126,總計,13歲,70.74
3980,2037,126,男性,13歲,67.59
3981,2037,126,女性,13歲,73.89
3982,2037,126,總計,14歲,69.75
3983,2037,126,男性,14歲,66.6
3984,2037,126,女性,14歲,72.9
3985,2037,126,總計,15歲,68.76
3986,2037,126,男性,15歲,65.61
3987,2037,126,女性,15歲,71.91
3988,2037,126,總計,16歲,67.77
3989,2037,126,男性,16歲,64.63
3990,2037,126,女性,16歲,70.92
3991,2037,126,總計,17歲,66.79
3992,2037,126,男性,17歲,63.64
3993,2037,126,女性,17歲,69.92
3994,2037,126,總計,18歲,65.8
3995,2037,126,男性,18歲,62.67
3996,2037,126,女性,18歲,68.94
3997,2037,126,總計,19歲,64.82
3998,2037,126,男性,19歲,61.69
3999,2037,126,女性,19歲,67.95
4000,2037,126,總計,20歲,63.84
4001,2037,126,男性,20歲,60.72
4002,2037,126,女性,20歲,66.96
4003,2037,126,總計,21歲,62.86
4004,2037,126,男性,21歲,59.74
4005,2037,126,女性,21歲,65.97
4006,2037,126,總計,22歲,61.88
4007,2037,126,男性,22歲,58.77
4008,2037,126,女性,22歲,64.99
4009,2037,126,總計,23歲,60.9
4010,2037,126,男性,23歲,57.79
4011,2037,126,女性,23歲,64
4012,2037,126,總計,24歲,59.92
4013,2037,126,男性,24歲,56.82
4014,2037,126,女性,24歲,63.02
4015,2037,126,總計,25歲,58.94
4016,2037,126,男性,25歲,55.84
4017,2037,126,女性,25歲,62.03
4018,2037,126,總計,26歲,57.96
4019,2037,126,男性,26歲,54.86
4020,2037,126,女性,26歲,61.05
4021,2037,126,總計,27歲,56.98
4022,2037,126,男性,27歲,53.89
4023,2037,126,女性,27歲,60.06
4024,2037,126,總計,28歲,56
4025,2037,126,男性,28歲,52.91
4026,2037,126,女性,28歲,59.08
4027,2037,126,總計,29歲,55.02
4028,2037,126,男性,29歲,51.93
4029,2037,126,女性,29歲,58.09
4030,2037,126,總計,30歲,54.04
4031,2037,126,男性,30歲,50.96
4032,2037,126,女性,30歲,57.11
4033,2037,126,總計,31歲,53.06
4034,2037,126,男性,31歲,49.98
4035,2037,126,女性,31歲,56.13
4036,2037,126,總計,32歲,52.09
4037,2037,126,男性,32歲,49.01
4038,2037,126,女性,32歲,55.15
4039,2037,126,總計,33歲,51.11
4040,2037,126,男性,33歲,48.04
4041,2037,126,女性,33歲,54.17
4042,2037,126,總計,34歲,50.14
4043,2037,126,男性,34歲,47.08
4044,2037,126,女性,34歲,53.2
4045,2037,126,總計,35歲,49.17
4046,2037,126,男性,35歲,46.11
4047,2037,126,女性,35歲,52.22
4048,2037,126,總計,36歲,48.21
4049,2037,126,男性,36歲,45.15
4050,2037,126,女性,36歲,51.24
4051,2037,126,總計,37歲,47.24
4052,2037,126,男性,37歲,44.19
4053,2037,126,女性,37歲,50.27
4054,2037,126,總計,38歲,46.28
4055,2037,126,男性,38歲,43.24
4056,2037,126,女性,38歲,49.3
4057,2037,126,總計,39歲,45.32
4058,2037,126,男性,39歲,42.29
4059,2037,126,女性,39歲,48.33
4060,2037,126,總計,40歲,44.36
4061,2037,126,男性,40歲,41.34
4062,2037,126,女性,40歲,47.36
4063,2037,126,總計,41歲,43.41
4064,2037,126,男性,41歲,40.4
4065,2037,126,女性,41歲,46.39
4066,2037,126,總計,42歲,42.46
4067,2037,126,男性,42歲,39.47
4068,2037,126,女性,42歲,45.43
4069,2037,126,總計,43歲,41.52
4070,2037,126,男性,43歲,38.54
4071,2037,126,女性,43歲,44.47
4072,2037,126,總計,44歲,40.58
4073,2037,126,男性,44歲,37.62
4074,2037,126,女性,44歲,43.51
4075,2037,126,總計,45歲,39.64
4076,2037,126,男性,45歲,36.7
4077,2037,126,女性,45歲,42.55
4078,2037,126,總計,46歲,38.71
4079,2037,126,男性,46歲,35.8
4080,2037,126,女性,46歲,41.6
4081,2037,126,總計,47歲,37.79
4082,2037,126,男性,47歲,34.89
4083,2037,126,女性,47歲,40.64
4084,2037,126,總計,48歲,36.87
4085,2037,126,男性,48歲,34
4086,2037,126,女性,48歲,39.7
4087,2037,126,總計,49歲,35.96
4088,2037,126,男性,49歲,33.11
4089,2037,126,女性,49歲,38.75
4090,2037,126,總計,50歲,35.05
4091,2037,126,男性,50歲,32.24
4092,2037,126,女性,50歲,37.81
4093,2037,126,總計,51歲,34.15
4094,2037,126,男性,51歲,31.37
4095,2037,126,女性,51歲,36.87
4096,2037,126,總計,52歲,33.26
4097,2037,126,男性,52歲,30.51
4098,2037,126,女性,52歲,35.94
4099,2037,126,總計,53歲,32.37
4100,2037,126,男性,53歲,29.66
4101,2037,126,女性,53歲,35.01
4102,2037,126,總計,54歲,31.49
4103,2037,126,男性,54歲,28.81
4104,2037,126,女性,54歲,34.08
4105,2037,126,總計,55歲,30.61
4106,2037,126,男性,55歲,27.97
4107,2037,126,女性,55歲,33.15
4108,2037,126,總計,56歲,29.74
4109,2037,126,男性,56歲,27.14
4110,2037,126,女性,56歲,32.23
4111,2037,126,總計,57歲,28.87
4112,2037,126,男性,57歲,26.32
4113,2037,126,女性,57歲,31.31
4114,2037,126,總計,58歲,28
4115,2037,126,男性,58歲,25.5
4116,2037,126,女性,58歲,30.39
4117,2037,126,總計,59歲,27.14
4118,2037,126,男性,59歲,24.68
4119,2037,126,女性,59歲,29.48
4120,2037,126,總計,60歲,26.29
4121,2037,126,男性,60歲,23.88
4122,2037,126,女性,60歲,28.57
4123,2037,126,總計,61歲,25.44
4124,2037,126,男性,61歲,23.08
4125,2037,126,女性,61歲,27.66
4126,2037,126,總計,62歲,24.6
4127,2037,126,男性,62歲,22.28
4128,2037,126,女性,62歲,26.76
4129,2037,126,總計,63歲,23.76
4130,2037,126,男性,63歲,21.49
4131,2037,126,女性,63歲,25.86
4132,2037,126,總計,64歲,22.93
4133,2037,126,男性,64歲,20.71
4134,2037,126,女性,64歲,24.97
4135,2037,126,總計,65歲,22.1
4136,2037,126,男性,65歲,19.94
4137,2037,126,女性,65歲,24.09
4138,2037,126,總計,66歲,21.29
4139,2037,126,男性,66歲,19.18
4140,2037,126,女性,66歲,23.21
4141,2037,126,總計,67歲,20.48
4142,2037,126,男性,67歲,18.42
4143,2037,126,女性,67歲,22.34
4144,2037,126,總計,68歲,19.68
4145,2037,126,男性,68歲,17.68
4146,2037,126,女性,68歲,21.47
4147,2037,126,總計,69歲,18.89
4148,2037,126,男性,69歲,16.95
4149,2037,126,女性,69歲,20.62
4150,2037,126,總計,70歲,18.12
4151,2037,126,男性,70歲,16.23
4152,2037,126,女性,70歲,19.78
4153,2037,126,總計,71歲,17.35
4154,2037,126,男性,71歲,15.53
4155,2037,126,女性,71歲,18.95
4156,2037,126,總計,72歲,16.6
4157,2037,126,男性,72歲,14.83
4158,2037,126,女性,72歲,18.13
4159,2037,126,總計,73歲,15.87
4160,2037,126,男性,73歲,14.16
4161,2037,126,女性,73歲,17.33
4162,2037,126,總計,74歲,15.14
4163,2037,126,男性,74歲,13.49
4164,2037,126,女性,74歲,16.54
4165,2037,126,總計,75歲,14.44
4166,2037,126,男性,75歲,12.85
4167,2037,126,女性,75歲,15.76
4168,2037,126,總計,76歲,13.75
4169,2037,126,男性,76歲,12.22
4170,2037,126,女性,76歲,15
4171,2037,126,總計,77歲,13.07
4172,2037,126,男性,77歲,11.62
4173,2037,126,女性,77歲,14.25
4174,2037,126,總計,78歲,12.42
4175,2037,126,男性,78歲,11.03
4176,2037,126,女性,78歲,13.52
4177,2037,126,總計,79歲,11.78
4178,2037,126,男性,79歲,10.46
4179,2037,126,女性,79歲,12.8
4180,2037,126,總計,80歲,11.15
4181,2037,126,男性,80歲,9.91
4182,2037,126,女性,80歲,12.1
4183,2037,126,總計,81歲,10.55
4184,2037,126,男性,81歲,9.38
4185,2037,126,女性,81歲,11.43
4186,2037,126,總計,82歲,9.97
4187,2037,126,男性,82歲,8.87
4188,2037,126,女性,82歲,10.78
4189,2037,126,總計,83歲,9.41
4190,2037,126,男性,83歲,8.38
4191,2037,126,女性,83歲,10.15
4192,2037,126,總計,84歲,8.87
4193,2037,126,男性,84歲,7.91
4194,2037,126,女性,84歲,9.54
4195,2037,126,總計,85歲,8.35
4196,2037,126,男性,85歲,7.46
4197,2037,126,女性,85歲,8.96
4198,2037,126,總計,86歲,7.87
4199,2037,126,男性,86歲,7.04
4200,2037,126,女性,86歲,8.42
4201,2037,126,總計,87歲,7.41
4202,2037,126,男性,87歲,6.64
4203,2037,126,女性,87歲,7.9
4204,2037,126,總計,88歲,6.96
4205,2037,126,男性,88歲,6.26
4206,2037,126,女性,88歲,7.4
4207,2037,126,總計,89歲,6.54
4208,2037,126,男性,89歲,5.89
4209,2037,126,女性,89歲,6.93
4210,2037,126,總計,90歲,6.14
4211,2037,126,男性,90歲,5.55
4212,2037,126,女性,90歲,6.48
4213,2037,126,總計,91歲,5.75
4214,2037,126,男性,91歲,5.22
4215,2037,126,女性,91歲,6.05
4216,2037,126,總計,92歲,5.38
4217,2037,126,男性,92歲,4.91
4218,2037,126,女性,92歲,5.65
4219,2037,126,總計,93歲,5.04
4220,2037,126,男性,93歲,4.61
4221,2037,126,女性,93歲,5.26
4222,2037,126,總計,94歲,4.71
4223,2037,126,男性,94歲,4.33
4224,2037,126,女性,94歲,4.9
4225,2037,126,總計,95歲,4.4
4226,2037,126,男性,95歲,4.07
4227,2037,126,女性,95歲,4.56
4228,2037,126,總計,96歲,4.11
4229,2037,126,男性,96歲,3.83
4230,2037,126,女性,96歲,4.24
4231,2037,126,總計,97歲,3.84
4232,2037,126,男性,97歲,3.6
4233,2037,126,女性,97歲,3.95
4234,2037,126,總計,98歲,3.58
4235,2037,126,男性,98歲,3.38
4236,2037,126,女性,98歲,3.67
4237,2037,126,總計,99歲,3.34
4238,2037,126,男性,99歲,3.17
4239,2037,126,女性,99歲,3.41
4240,2037,126,總計,100歲及以上,2.67
4241,2037,126,男性,100歲及以上,2.6
4242,2037,126,女性,100歲及以上,2.7
4243,2038,127,總計,0歲,83.53
4244,2038,127,男性,0歲,80.37
4245,2038,127,女性,0歲,86.68
4246,2038,127,總計,1歲,82.8
4247,2038,127,男性,1歲,79.65
4248,2038,127,女性,1歲,85.95
4249,2038,127,總計,2歲,81.81
4250,2038,127,男性,2歲,78.67
4251,2038,127,女性,2歲,84.96
4252,2038,127,總計,3歲,80.82
4253,2038,127,男性,3歲,77.68
4254,2038,127,女性,3歲,83.97
4255,2038,127,總計,4歲,79.83
4256,2038,127,男性,4歲,76.68
4257,2038,127,女性,4歲,82.97
4258,2038,127,總計,5歲,78.84
4259,2038,127,男性,5歲,75.69
4260,2038,127,女性,5歲,81.98
4261,2038,127,總計,6歲,77.84
4262,2038,127,男性,6歲,74.7
4263,2038,127,女性,6歲,80.98
4264,2038,127,總計,7歲,76.85
4265,2038,127,男性,7歲,73.7
4266,2038,127,女性,7歲,79.99
4267,2038,127,總計,8歲,75.85
4268,2038,127,男性,8歲,72.71
4269,2038,127,女性,8歲,78.99
4270,2038,127,總計,9歲,74.85
4271,2038,127,男性,9歲,71.71
4272,2038,127,女性,9歲,78
4273,2038,127,總計,10歲,73.86
4274,2038,127,男性,10歲,70.71
4275,2038,127,女性,10歲,77
4276,2038,127,總計,11歲,72.86
4277,2038,127,男性,11歲,69.72
4278,2038,127,女性,11歲,76.01
4279,2038,127,總計,12歲,71.87
4280,2038,127,男性,12歲,68.72
4281,2038,127,女性,12歲,75.01
4282,2038,127,總計,13歲,70.87
4283,2038,127,男性,13歲,67.73
4284,2038,127,女性,13歲,74.02
4285,2038,127,總計,14歲,69.88
4286,2038,127,男性,14歲,66.74
4287,2038,127,女性,14歲,73.02
4288,2038,127,總計,15歲,68.89
4289,2038,127,男性,15歲,65.75
4290,2038,127,女性,15歲,72.03
4291,2038,127,總計,16歲,67.9
4292,2038,127,男性,16歲,64.76
4293,2038,127,女性,16歲,71.04
4294,2038,127,總計,17歲,66.91
4295,2038,127,男性,17歲,63.78
4296,2038,127,女性,17歲,70.05
4297,2038,127,總計,18歲,65.93
4298,2038,127,男性,18歲,62.8
4299,2038,127,女性,18歲,69.06
4300,2038,127,總計,19歲,64.95
4301,2038,127,男性,19歲,61.82
4302,2038,127,女性,19歲,68.07
4303,2038,127,總計,20歲,63.97
4304,2038,127,男性,20歲,60.85
4305,2038,127,女性,20歲,67.08
4306,2038,127,總計,21歲,62.99
4307,2038,127,男性,21歲,59.87
4308,2038,127,女性,21歲,66.1
4309,2038,127,總計,22歲,62.01
4310,2038,127,男性,22歲,58.9
4311,2038,127,女性,22歲,65.11
4312,2038,127,總計,23歲,61.03
4313,2038,127,男性,23歲,57.92
4314,2038,127,女性,23歲,64.12
4315,2038,127,總計,24歲,60.05
4316,2038,127,男性,24歲,56.95
4317,2038,127,女性,24歲,63.14
4318,2038,127,總計,25歲,59.07
4319,2038,127,男性,25歲,55.97
4320,2038,127,女性,25歲,62.15
4321,2038,127,總計,26歲,58.08
4322,2038,127,男性,26歲,54.99
4323,2038,127,女性,26歲,61.17
4324,2038,127,總計,27歲,57.1
4325,2038,127,男性,27歲,54.02
4326,2038,127,女性,27歲,60.18
4327,2038,127,總計,28歲,56.12
4328,2038,127,男性,28歲,53.04
4329,2038,127,女性,28歲,59.2
4330,2038,127,總計,29歲,55.14
4331,2038,127,男性,29歲,52.06
4332,2038,127,女性,29歲,58.22
4333,2038,127,總計,30歲,54.16
4334,2038,127,男性,30歲,51.08
4335,2038,127,女性,30歲,57.23
4336,2038,127,總計,31歲,53.19
4337,2038,127,男性,31歲,50.11
4338,2038,127,女性,31歲,56.25
4339,2038,127,總計,32歲,52.21
4340,2038,127,男性,32歲,49.14
4341,2038,127,女性,32歲,55.27
4342,2038,127,總計,33歲,51.24
4343,2038,127,男性,33歲,48.17
4344,2038,127,女性,33歲,54.29
4345,2038,127,總計,34歲,50.27
4346,2038,127,男性,34歲,47.2
4347,2038,127,女性,34歲,53.32
4348,2038,127,總計,35歲,49.29
4349,2038,127,男性,35歲,46.23
4350,2038,127,女性,35歲,52.34
4351,2038,127,總計,36歲,48.33
4352,2038,127,男性,36歲,45.27
4353,2038,127,女性,36歲,51.37
4354,2038,127,總計,37歲,47.36
4355,2038,127,男性,37歲,44.31
4356,2038,127,女性,37歲,50.39
4357,2038,127,總計,38歲,46.4
4358,2038,127,男性,38歲,43.36
4359,2038,127,女性,38歲,49.42
4360,2038,127,總計,39歲,45.44
4361,2038,127,男性,39歲,42.41
4362,2038,127,女性,39歲,48.45
4363,2038,127,總計,40歲,44.48
4364,2038,127,男性,40歲,41.46
4365,2038,127,女性,40歲,47.48
4366,2038,127,總計,41歲,43.53
4367,2038,127,男性,41歲,40.52
4368,2038,127,女性,41歲,46.51
4369,2038,127,總計,42歲,42.58
4370,2038,127,男性,42歲,39.58
