項次,西元年,民國年,性別,年齡,預期壽命
4371,2038,127,女性,42歲,45.55
4372,2038,127,總計,43歲,41.63
4373,2038,127,男性,43歲,38.65
4374,2038,127,女性,43歲,44.58
4375,2038,127,總計,44歲,40.69
4376,2038,127,男性,44歲,37.73
4377,2038,127,女性,44歲,43.62
4378,2038,127,總計,45歲,39.76
4379,2038,127,男性,45歲,36.81
4380,2038,127,女性,45歲,42.67
4381,2038,127,總計,46歲,38.83
4382,2038,127,男性,46歲,35.9
4383,2038,127,女性,46歲,41.71
4384,2038,127,總計,47歲,37.9
4385,2038,127,男性,47歲,35
4386,2038,127,女性,47歲,40.76
4387,2038,127,總計,48歲,36.98
4388,2038,127,男性,48歲,34.11
4389,2038,127,女性,48歲,39.81
4390,2038,127,總計,49歲,36.07
4391,2038,127,男性,49歲,33.22
4392,2038,127,女性,49歲,38.87
4393,2038,127,總計,50歲,35.16
4394,2038,127,男性,50歲,32.34
4395,2038,127,女性,50歲,37.93
4396,2038,127,總計,51歲,34.26
4397,2038,127,男性,51歲,31.47
4398,2038,127,女性,51歲,36.99
4399,2038,127,總計,52歲,33.36
4400,2038,127,男性,52歲,30.61
4401,2038,127,女性,52歲,36.05
4402,2038,127,總計,53歲,32.47
4403,2038,127,男性,53歲,29.75
4404,2038,127,女性,53歲,35.12
4405,2038,127,總計,54歲,31.59
4406,2038,127,男性,54歲,28.91
4407,2038,127,女性,54歲,34.19
4408,2038,127,總計,55歲,30.71
4409,2038,127,男性,55歲,28.07
4410,2038,127,女性,55歲,33.26
4411,2038,127,總計,56歲,29.84
4412,2038,127,男性,56歲,27.23
4413,2038,127,女性,56歲,32.34
4414,2038,127,總計,57歲,28.97
4415,2038,127,男性,57歲,26.41
4416,2038,127,女性,57歲,31.42
4417,2038,127,總計,58歲,28.1
4418,2038,127,男性,58歲,25.59
4419,2038,127,女性,58歲,30.5
4420,2038,127,總計,59歲,27.24
4421,2038,127,男性,59歲,24.77
4422,2038,127,女性,59歲,29.59
4423,2038,127,總計,60歲,26.39
4424,2038,127,男性,60歲,23.96
4425,2038,127,女性,60歲,28.68
4426,2038,127,總計,61歲,25.54
4427,2038,127,男性,61歲,23.16
4428,2038,127,女性,61歲,27.77
4429,2038,127,總計,62歲,24.69
4430,2038,127,男性,62歲,22.37
4431,2038,127,女性,62歲,26.87
4432,2038,127,總計,63歲,23.85
4433,2038,127,男性,63歲,21.58
4434,2038,127,女性,63歲,25.97
4435,2038,127,總計,64歲,23.02
4436,2038,127,男性,64歲,20.8
4437,2038,127,女性,64歲,25.08
4438,2038,127,總計,65歲,22.19
4439,2038,127,男性,65歲,20.02
4440,2038,127,女性,65歲,24.19
4441,2038,127,總計,66歲,21.38
4442,2038,127,男性,66歲,19.26
4443,2038,127,女性,66歲,23.31
4444,2038,127,總計,67歲,20.57
4445,2038,127,男性,67歲,18.5
4446,2038,127,女性,67歲,22.44
4447,2038,127,總計,68歲,19.77
4448,2038,127,男性,68歲,17.76
4449,2038,127,女性,68歲,21.57
4450,2038,127,總計,69歲,18.98
4451,2038,127,男性,69歲,17.02
4452,2038,127,女性,69歲,20.72
4453,2038,127,總計,70歲,18.2
4454,2038,127,男性,70歲,16.3
4455,2038,127,女性,70歲,19.88
4456,2038,127,總計,71歲,17.44
4457,2038,127,男性,71歲,15.6
4458,2038,127,女性,71歲,19.04
4459,2038,127,總計,72歲,16.68
4460,2038,127,男性,72歲,14.9
4461,2038,127,女性,72歲,18.22
4462,2038,127,總計,73歲,15.95
4463,2038,127,男性,73歲,14.22
4464,2038,127,女性,73歲,17.42
4465,2038,127,總計,74歲,15.22
4466,2038,127,男性,74歲,13.56
4467,2038,127,女性,74歲,16.62
4468,2038,127,總計,75歲,14.51
4469,2038,127,男性,75歲,12.91
4470,2038,127,女性,75歲,15.84
4471,2038,127,總計,76歲,13.82
4472,2038,127,男性,76歲,12.29
4473,2038,127,女性,76歲,15.08
4474,2038,127,總計,77歲,13.14
4475,2038,127,男性,77歲,11.68
4476,2038,127,女性,77歲,14.33
4477,2038,127,總計,78歲,12.48
4478,2038,127,男性,78歲,11.09
4479,2038,127,女性,78歲,13.59
4480,2038,127,總計,79歲,11.84
4481,2038,127,男性,79歲,10.51
4482,2038,127,女性,79歲,12.88
4483,2038,127,總計,80歲,11.22
4484,2038,127,男性,80歲,9.96
4485,2038,127,女性,80歲,12.18
4486,2038,127,總計,81歲,10.61
4487,2038,127,男性,81歲,9.43
4488,2038,127,女性,81歲,11.5
4489,2038,127,總計,82歲,10.03
4490,2038,127,男性,82歲,8.92
4491,2038,127,女性,82歲,10.84
4492,2038,127,總計,83歲,9.47
4493,2038,127,男性,83歲,8.43
4494,2038,127,女性,83歲,10.21
4495,2038,127,總計,84歲,8.92
4496,2038,127,男性,84歲,7.96
4497,2038,127,女性,84歲,9.6
4498,2038,127,總計,85歲,8.4
4499,2038,127,男性,85歲,7.5
4500,2038,127,女性,85歲,9.01
4501,2038,127,總計,86歲,7.92
4502,2038,127,男性,86歲,7.08
4503,2038,127,女性,86歲,8.47
4504,2038,127,總計,87歲,7.45
4505,2038,127,男性,87歲,6.68
4506,2038,127,女性,87歲,7.95
4507,2038,127,總計,88歲,7
4508,2038,127,男性,88歲,6.29
4509,2038,127,女性,88歲,7.45
4510,2038,127,總計,89歲,6.58
4511,2038,127,男性,89歲,5.92
4512,2038,127,女性,89歲,6.97
4513,2038,127,總計,90歲,6.17
4514,2038,127,男性,90歲,5.58
4515,2038,127,女性,90歲,6.52
4516,2038,127,總計,91歲,5.78
4517,2038,127,男性,91歲,5.24
4518,2038,127,女性,91歲,6.09
4519,2038,127,總計,92歲,5.41
4520,2038,127,男性,92歲,4.93
4521,2038,127,女性,92歲,5.68
4522,2038,127,總計,93歲,5.06
4523,2038,127,男性,93歲,4.63
4524,2038,127,女性,93歲,5.29
4525,2038,127,總計,94歲,4.73
4526,2038,127,男性,94歲,4.35
4527,2038,127,女性,94歲,4.93
4528,2038,127,總計,95歲,4.42
4529,2038,127,男性,95歲,4.09
4530,2038,127,女性,95歲,4.58
4531,2038,127,總計,96歲,4.13
4532,2038,127,男性,96歲,3.84
4533,2038,127,女性,96歲,4.26
4534,2038,127,總計,97歲,3.85
4535,2038,127,男性,97歲,3.61
4536,2038,127,女性,97歲,3.96
4537,2038,127,總計,98歲,3.59
4538,2038,127,男性,98歲,3.39
4539,2038,127,女性,98歲,3.68
4540,2038,127,總計,99歲,3.35
4541,2038,127,男性,99歲,3.18
4542,2038,127,女性,99歲,3.42
4543,2038,127,總計,100歲及以上,2.68
4544,2038,127,男性,100歲及以上,2.61
4545,2038,127,女性,100歲及以上,2.7
4546,2039,128,總計,0歲,83.66
4547,2039,128,男性,0歲,80.51
4548,2039,128,女性,0歲,86.81
4549,2039,128,總計,1歲,82.93
4550,2039,128,男性,1歲,79.79
4551,2039,128,女性,1歲,86.07
4552,2039,128,總計,2歲,81.94
4553,2039,128,男性,2歲,78.8
4554,2039,128,女性,2歲,85.08
4555,2039,128,總計,3歲,80.95
4556,2039,128,男性,3歲,77.81
4557,2039,128,女性,3歲,84.09
4558,2039,128,總計,4歲,79.96
4559,2039,128,男性,4歲,76.82
4560,2039,128,女性,4歲,83.1
4561,2039,128,總計,5歲,78.96
4562,2039,128,男性,5歲,75.82
4563,2039,128,女性,5歲,82.1
4564,2039,128,總計,6歲,77.97
4565,2039,128,男性,6歲,74.83
4566,2039,128,女性,6歲,81.11
4567,2039,128,總計,7歲,76.97
4568,2039,128,男性,7歲,73.83
4569,2039,128,女性,7歲,80.11
4570,2039,128,總計,8歲,75.98
4571,2039,128,男性,8歲,72.84
4572,2039,128,女性,8歲,79.12
4573,2039,128,總計,9歲,74.98
4574,2039,128,男性,9歲,71.84
4575,2039,128,女性,9歲,78.12
4576,2039,128,總計,10歲,73.99
4577,2039,128,男性,10歲,70.85
4578,2039,128,女性,10歲,77.13
4579,2039,128,總計,11歲,72.99
4580,2039,128,男性,11歲,69.85
4581,2039,128,女性,11歲,76.13
4582,2039,128,總計,12歲,72
4583,2039,128,男性,12歲,68.86
4584,2039,128,女性,12歲,75.14
4585,2039,128,總計,13歲,71
4586,2039,128,男性,13歲,67.86
4587,2039,128,女性,13歲,74.14
4588,2039,128,總計,14歲,70.01
4589,2039,128,男性,14歲,66.87
4590,2039,128,女性,14歲,73.15
4591,2039,128,總計,15歲,69.02
4592,2039,128,男性,15歲,65.88
4593,2039,128,女性,15歲,72.16
4594,2039,128,總計,16歲,68.03
4595,2039,128,男性,16歲,64.89
4596,2039,128,女性,16歲,71.16
4597,2039,128,總計,17歲,67.04
4598,2039,128,男性,17歲,63.91
4599,2039,128,女性,17歲,70.17
4600,2039,128,總計,18歲,66.06
4601,2039,128,男性,18歲,62.93
4602,2039,128,女性,18歲,69.18
4603,2039,128,總計,19歲,65.08
4604,2039,128,男性,19歲,61.95
4605,2039,128,女性,19歲,68.19
4606,2039,128,總計,20歲,64.09
4607,2039,128,男性,20歲,60.98
4608,2039,128,女性,20歲,67.21
4609,2039,128,總計,21歲,63.11
4610,2039,128,男性,21歲,60
4611,2039,128,女性,21歲,66.22
4612,2039,128,總計,22歲,62.13
4613,2039,128,男性,22歲,59.03
4614,2039,128,女性,22歲,65.23
4615,2039,128,總計,23歲,61.15
4616,2039,128,男性,23歲,58.05
4617,2039,128,女性,23歲,64.25
4618,2039,128,總計,24歲,60.17
4619,2039,128,男性,24歲,57.07
4620,2039,128,女性,24歲,63.26
4621,2039,128,總計,25歲,59.19
4622,2039,128,男性,25歲,56.1
4623,2039,128,女性,25歲,62.28
4624,2039,128,總計,26歲,58.21
4625,2039,128,男性,26歲,55.12
4626,2039,128,女性,26歲,61.29
4627,2039,128,總計,27歲,57.23
4628,2039,128,男性,27歲,54.14
4629,2039,128,女性,27歲,60.31
4630,2039,128,總計,28歲,56.25
4631,2039,128,男性,28歲,53.16
4632,2039,128,女性,28歲,59.32
4633,2039,128,總計,29歲,55.27
4634,2039,128,男性,29歲,52.19
4635,2039,128,女性,29歲,58.34
4636,2039,128,總計,30歲,54.29
4637,2039,128,男性,30歲,51.21
4638,2039,128,女性,30歲,57.36
4639,2039,128,總計,31歲,53.31
4640,2039,128,男性,31歲,50.24
4641,2039,128,女性,31歲,56.37
4642,2039,128,總計,32歲,52.33
4643,2039,128,男性,32歲,49.26
4644,2039,128,女性,32歲,55.39
4645,2039,128,總計,33歲,51.36
4646,2039,128,男性,33歲,48.29
4647,2039,128,女性,33歲,54.42
4648,2039,128,總計,34歲,50.39
4649,2039,128,男性,34歲,47.32
4650,2039,128,女性,34歲,53.44
4651,2039,128,總計,35歲,49.42
4652,2039,128,男性,35歲,46.36
4653,2039,128,女性,35歲,52.46
4654,2039,128,總計,36歲,48.45
4655,2039,128,男性,36歲,45.39
4656,2039,128,女性,36歲,51.49
4657,2039,128,總計,37歲,47.48
4658,2039,128,男性,37歲,44.43
4659,2039,128,女性,37歲,50.51
4660,2039,128,總計,38歲,46.52
4661,2039,128,男性,38歲,43.48
4662,2039,128,女性,38歲,49.54
4663,2039,128,總計,39歲,45.56
4664,2039,128,男性,39歲,42.53
4665,2039,128,女性,39歲,48.57
4666,2039,128,總計,40歲,44.6
4667,2039,128,男性,40歲,41.58
4668,2039,128,女性,40歲,47.6
4669,2039,128,總計,41歲,43.64
4670,2039,128,男性,41歲,40.64
4671,2039,128,女性,41歲,46.63
4672,2039,128,總計,42歲,42.69
4673,2039,128,男性,42歲,39.7
4674,2039,128,女性,42歲,45.67
4675,2039,128,總計,43歲,41.75
4676,2039,128,男性,43歲,38.77
4677,2039,128,女性,43歲,44.7
4678,2039,128,總計,44歲,40.81
4679,2039,128,男性,44歲,37.84
4680,2039,128,女性,44歲,43.74
4681,2039,128,總計,45歲,39.87
4682,2039,128,男性,45歲,36.92
4683,2039,128,女性,45歲,42.78
4684,2039,128,總計,46歲,38.94
4685,2039,128,男性,46歲,36.01
4686,2039,128,女性,46歲,41.83
4687,2039,128,總計,47歲,38.01
4688,2039,128,男性,47歲,35.11
4689,2039,128,女性,47歲,40.88
4690,2039,128,總計,48歲,37.09
4691,2039,128,男性,48歲,34.21
4692,2039,128,女性,48歲,39.93
4693,2039,128,總計,49歲,36.18
4694,2039,128,男性,49歲,33.32
4695,2039,128,女性,49歲,38.98
4696,2039,128,總計,50歲,35.27
4697,2039,128,男性,50歲,32.44
4698,2039,128,女性,50歲,38.04
4699,2039,128,總計,51歲,34.37
4700,2039,128,男性,51歲,31.57
4701,2039,128,女性,51歲,37.1
4702,2039,128,總計,52歲,33.47
4703,2039,128,男性,52歲,30.7
4704,2039,128,女性,52歲,36.17
4705,2039,128,總計,53歲,32.58
4706,2039,128,男性,53歲,29.85
4707,2039,128,女性,53歲,35.23
4708,2039,128,總計,54歲,31.69
4709,2039,128,男性,54歲,29
4710,2039,128,女性,54歲,34.3
4711,2039,128,總計,55歲,30.81
4712,2039,128,男性,55歲,28.16
4713,2039,128,女性,55歲,33.38
4714,2039,128,總計,56歲,29.94
4715,2039,128,男性,56歲,27.33
4716,2039,128,女性,56歲,32.45
4717,2039,128,總計,57歲,29.07
4718,2039,128,男性,57歲,26.5
4719,2039,128,女性,57歲,31.53
4720,2039,128,總計,58歲,28.2
4721,2039,128,男性,58歲,25.68
4722,2039,128,女性,58歲,30.61
4723,2039,128,總計,59歲,27.34
4724,2039,128,男性,59歲,24.86
4725,2039,128,女性,59歲,29.7
4726,2039,128,總計,60歲,26.48
4727,2039,128,男性,60歲,24.05
4728,2039,128,女性,60歲,28.78
4729,2039,128,總計,61歲,25.63
4730,2039,128,男性,61歲,23.25
4731,2039,128,女性,61歲,27.88
4732,2039,128,總計,62歲,24.79
4733,2039,128,男性,62歲,22.45
4734,2039,128,女性,62歲,26.97
4735,2039,128,總計,63歲,23.95
4736,2039,128,男性,63歲,21.66
4737,2039,128,女性,63歲,26.07
4738,2039,128,總計,64歲,23.11
4739,2039,128,男性,64歲,20.88
4740,2039,128,女性,64歲,25.18
4741,2039,128,總計,65歲,22.29
4742,2039,128,男性,65歲,20.1
4743,2039,128,女性,65歲,24.29
4744,2039,128,總計,66歲,21.47
4745,2039,128,男性,66歲,19.34
4746,2039,128,女性,66歲,23.41
4747,2039,128,總計,67歲,20.66
4748,2039,128,男性,67歲,18.58
4749,2039,128,女性,67歲,22.54
4750,2039,128,總計,68歲,19.86
4751,2039,128,男性,68歲,17.83
4752,2039,128,女性,68歲,21.67
4753,2039,128,總計,69歲,19.06
4754,2039,128,男性,69歲,17.1
4755,2039,128,女性,69歲,20.82
4756,2039,128,總計,70歲,18.29
4757,2039,128,男性,70歲,16.38
4758,2039,128,女性,70歲,19.97
4759,2039,128,總計,71歲,17.52
4760,2039,128,男性,71歲,15.67
4761,2039,128,女性,71歲,19.14
4762,2039,128,總計,72歲,16.76
4763,2039,128,男性,72歲,14.97
4764,2039,128,女性,72歲,18.32
4765,2039,128,總計,73歲,16.02
4766,2039,128,男性,73歲,14.29
4767,2039,128,女性,73歲,17.51
4768,2039,128,總計,74歲,15.3
4769,2039,128,男性,74歲,13.63
4770,2039,128,女性,74歲,16.71
4771,2039,128,總計,75歲,14.59
4772,2039,128,男性,75歲,12.98
4773,2039,128,女性,75歲,15.93
4774,2039,128,總計,76歲,13.89
4775,2039,128,男性,76歲,12.35
4776,2039,128,女性,76歲,15.16
4777,2039,128,總計,77歲,13.21
4778,2039,128,男性,77歲,11.74
4779,2039,128,女性,77歲,14.41
4780,2039,128,總計,78歲,12.55
4781,2039,128,男性,78歲,11.14
4782,2039,128,女性,78歲,13.67
4783,2039,128,總計,79歲,11.91
4784,2039,128,男性,79歲,10.57
4785,2039,128,女性,79歲,12.95
4786,2039,128,總計,80歲,11.28
4787,2039,128,男性,80歲,10.02
4788,2039,128,女性,80歲,12.25
4789,2039,128,總計,81歲,10.67
4790,2039,128,男性,81歲,9.48
4791,2039,128,女性,81歲,11.57
4792,2039,128,總計,82歲,10.09
4793,2039,128,男性,82歲,8.97
4794,2039,128,女性,82歲,10.91
4795,2039,128,總計,83歲,9.52
4796,2039,128,男性,83歲,8.47
4797,2039,128,女性,83歲,10.27
4798,2039,128,總計,84歲,8.98
4799,2039,128,男性,84歲,8
4800,2039,128,女性,84歲,9.66
4801,2039,128,總計,85歲,8.45
4802,2039,128,男性,85歲,7.54
4803,2039,128,女性,85歲,9.07
4804,2039,128,總計,86歲,7.96
4805,2039,128,男性,86歲,7.12
4806,2039,128,女性,86歲,8.52
4807,2039,128,總計,87歲,7.49
4808,2039,128,男性,87歲,6.71
4809,2039,128,女性,87歲,8
4810,2039,128,總計,88歲,7.04
4811,2039,128,男性,88歲,6.32
4812,2039,128,女性,88歲,7.5
4813,2039,128,總計,89歲,6.62
4814,2039,128,男性,89歲,5.95
4815,2039,128,女性,89歲,7.02
4816,2039,128,總計,90歲,6.21
4817,2039,128,男性,90歲,5.6
4818,2039,128,女性,90歲,6.56
4819,2039,128,總計,91歲,5.81
4820,2039,128,男性,91歲,5.27
4821,2039,128,女性,91歲,6.12
4822,2039,128,總計,92歲,5.44
4823,2039,128,男性,92歲,4.95
4824,2039,128,女性,92歲,5.71
4825,2039,128,總計,93歲,5.09
4826,2039,128,男性,93歲,4.65
4827,2039,128,女性,93歲,5.32
4828,2039,128,總計,94歲,4.76
4829,2039,128,男性,94歲,4.37
4830,2039,128,女性,94歲,4.95
4831,2039,128,總計,95歲,4.44
4832,2039,128,男性,95歲,4.11
4833,2039,128,女性,95歲,4.61
4834,2039,128,總計,96歲,4.15
4835,2039,128,男性,96歲,3.86
4836,2039,128,女性,96歲,4.28
4837,2039,128,總計,97歲,3.87
4838,2039,128,男性,97歲,3.62
4839,2039,128,女性,97歲,3.98
4840,2039,128,總計,98歲,3.61
4841,2039,128,男性,98歲,3.4
4842,2039,128,女性,98歲,3.7
4843,2039,128,總計,99歲,3.36
4844,2039,128,男性,99歲,3.19
4845,2039,128,女性,99歲,3.43
4846,2039,128,總計,100歲及以上,2.68
4847,2039,128,男性,100歲及以上,2.61
4848,2039,128,女性,100歲及以上,2.71
4849,2040,129,總計,0歲,83.79
4850,2040,129,男性,0歲,80.65
4851,2040,129,女性,0歲,86.94
4852,2040,129,總計,1歲,83.06
4853,2040,129,男性,1歲,79.92
4854,2040,129,女性,1歲,86.2
4855,2040,129,總計,2歲,82.07
4856,2040,129,男性,2歲,78.94
4857,2040,129,女性,2歲,85.21
4858,2040,129,總計,3歲,81.08
4859,2040,129,男性,3歲,77.95
4860,2040,129,女性,3歲,84.22
4861,2040,129,總計,4歲,80.09
4862,2040,129,男性,4歲,76.95
4863,2040,129,女性,4歲,83.22
4864,2040,129,總計,5歲,79.09
4865,2040,129,男性,5歲,75.96
4866,2040,129,女性,5歲,82.23
4867,2040,129,總計,6歲,78.1
4868,2040,129,男性,6歲,74.96
4869,2040,129,女性,6歲,81.23
4870,2040,129,總計,7歲,77.1
4871,2040,129,男性,7歲,73.97
4872,2040,129,女性,7歲,80.24
4873,2040,129,總計,8歲,76.11
4874,2040,129,男性,8歲,72.97
4875,2040,129,女性,8歲,79.24
4876,2040,129,總計,9歲,75.11
4877,2040,129,男性,9歲,71.98
4878,2040,129,女性,9歲,78.25
4879,2040,129,總計,10歲,74.12
4880,2040,129,男性,10歲,70.98
4881,2040,129,女性,10歲,77.25
4882,2040,129,總計,11歲,73.12
4883,2040,129,男性,11歲,69.98
4884,2040,129,女性,11歲,76.25
4885,2040,129,總計,12歲,72.12
4886,2040,129,男性,12歲,68.99
4887,2040,129,女性,12歲,75.26
4888,2040,129,總計,13歲,71.13
4889,2040,129,男性,13歲,67.99
4890,2040,129,女性,13歲,74.27
4891,2040,129,總計,14歲,70.14
4892,2040,129,男性,14歲,67
4893,2040,129,女性,14歲,73.27
4894,2040,129,總計,15歲,69.15
4895,2040,129,男性,15歲,66.01
4896,2040,129,女性,15歲,72.28
4897,2040,129,總計,16歲,68.16
4898,2040,129,男性,16歲,65.02
4899,2040,129,女性,16歲,71.29
4900,2040,129,總計,17歲,67.17
4901,2040,129,男性,17歲,64.04
4902,2040,129,女性,17歲,70.3
4903,2040,129,總計,18歲,66.18
4904,2040,129,男性,18歲,63.06
4905,2040,129,女性,18歲,69.31
4906,2040,129,總計,19歲,65.2
4907,2040,129,男性,19歲,62.08
4908,2040,129,女性,19歲,68.32
4909,2040,129,總計,20歲,64.22
4910,2040,129,男性,20歲,61.11
4911,2040,129,女性,20歲,67.33
4912,2040,129,總計,21歲,63.24
4913,2040,129,男性,21歲,60.13
4914,2040,129,女性,21歲,66.34
4915,2040,129,總計,22歲,62.26
4916,2040,129,男性,22歲,59.16
4917,2040,129,女性,22歲,65.36
4918,2040,129,總計,23歲,61.28
4919,2040,129,男性,23歲,58.18
4920,2040,129,女性,23歲,64.37
4921,2040,129,總計,24歲,60.3
4922,2040,129,男性,24歲,57.2
4923,2040,129,女性,24歲,63.38
4924,2040,129,總計,25歲,59.32
4925,2040,129,男性,25歲,56.23
4926,2040,129,女性,25歲,62.4
4927,2040,129,總計,26歲,58.33
4928,2040,129,男性,26歲,55.25
4929,2040,129,女性,26歲,61.41
4930,2040,129,總計,27歲,57.35
4931,2040,129,男性,27歲,54.27
4932,2040,129,女性,27歲,60.43
4933,2040,129,總計,28歲,56.37
4934,2040,129,男性,28歲,53.29
4935,2040,129,女性,28歲,59.44
4936,2040,129,總計,29歲,55.39
4937,2040,129,男性,29歲,52.31
4938,2040,129,女性,29歲,58.46
4939,2040,129,總計,30歲,54.41
4940,2040,129,男性,30歲,51.34
4941,2040,129,女性,30歲,57.48
4942,2040,129,總計,31歲,53.43
4943,2040,129,男性,31歲,50.36
4944,2040,129,女性,31歲,56.5
4945,2040,129,總計,32歲,52.46
4946,2040,129,男性,32歲,49.39
4947,2040,129,女性,32歲,55.52
4948,2040,129,總計,33歲,51.48
4949,2040,129,男性,33歲,48.42
4950,2040,129,女性,33歲,54.54
4951,2040,129,總計,34歲,50.51
4952,2040,129,男性,34歲,47.45
4953,2040,129,女性,34歲,53.56
4954,2040,129,總計,35歲,49.54
4955,2040,129,男性,35歲,46.48
4956,2040,129,女性,35歲,52.58
4957,2040,129,總計,36歲,48.57
4958,2040,129,男性,36歲,45.52
4959,2040,129,女性,36歲,51.61
4960,2040,129,總計,37歲,47.6
4961,2040,129,男性,37歲,44.55
4962,2040,129,女性,37歲,50.63
4963,2040,129,總計,38歲,46.64
4964,2040,129,男性,38歲,43.6
4965,2040,129,女性,38歲,49.66
4966,2040,129,總計,39歲,45.67
4967,2040,129,男性,39歲,42.64
4968,2040,129,女性,39歲,48.69
4969,2040,129,總計,40歲,44.72
4970,2040,129,男性,40歲,41.7
4971,2040,129,女性,40歲,47.72
4972,2040,129,總計,41歲,43.76
4973,2040,129,男性,41歲,40.75
4974,2040,129,女性,41歲,46.75
4975,2040,129,總計,42歲,42.81
4976,2040,129,男性,42歲,39.81
4977,2040,129,女性,42歲,45.78
4978,2040,129,總計,43歲,41.86
4979,2040,129,男性,43歲,38.88
4980,2040,129,女性,43歲,44.82
4981,2040,129,總計,44歲,40.92
4982,2040,129,男性,44歲,37.95
4983,2040,129,女性,44歲,43.86
4984,2040,129,總計,45歲,39.98
4985,2040,129,男性,45歲,37.03
4986,2040,129,女性,45歲,42.9
4987,2040,129,總計,46歲,39.05
4988,2040,129,男性,46歲,36.12
4989,2040,129,女性,46歲,41.95
4990,2040,129,總計,47歲,38.12
4991,2040,129,男性,47歲,35.21
4992,2040,129,女性,47歲,40.99
4993,2040,129,總計,48歲,37.2
4994,2040,129,男性,48歲,34.32
4995,2040,129,女性,48歲,40.05
4996,2040,129,總計,49歲,36.29
4997,2040,129,男性,49歲,33.42
4998,2040,129,女性,49歲,39.1
4999,2040,129,總計,50歲,35.38
5000,2040,129,男性,50歲,32.54
5001,2040,129,女性,50歲,38.16
5002,2040,129,總計,51歲,34.47
5003,2040,129,男性,51歲,31.67
5004,2040,129,女性,51歲,37.22
5005,2040,129,總計,52歲,33.58
5006,2040,129,男性,52歲,30.8
5007,2040,129,女性,52歲,36.28
5008,2040,129,總計,53歲,32.68
5009,2040,129,男性,53歲,29.95
5010,2040,129,女性,53歲,35.35
5011,2040,129,總計,54歲,31.8
5012,2040,129,男性,54歲,29.1
